"wavenumber","intensity"
1746.492,0.116781551950742
1748.572,0.116843215704733
1750.656,0.116869629115731
1752.745,0.116848008525695
1754.839,0.116826756449511
1756.938,0.116805889500473
1759.042,0.11682473864386
1761.151,0.116853885672498
1763.265,0.116882599896229
1765.385,0.116918835216637
1767.509,0.116999732540073
1769.639,0.117079328097966
1771.773,0.11715743163419
1773.913,0.117222996491417
1776.058,0.117277390298681
1778.208,0.117330721557042
1780.364,0.117383403938753
1782.524,0.117448570853171
1784.69,0.117514384657895
1786.861,0.117579073001994
1789.038,0.117675754038483
1791.22,0.11786466640023
1793.407,0.118050444205048
1795.599,0.118233178400572
1797.797,0.118475254816957
1800,0.118750288192646
1802.209,0.119020896860987
1804.423,0.119287097775828
1806.642,0.119476848908667
1808.867,0.119663339318529
1811.098,0.119847130389706
1813.333,0.119978810339587
1815.575,0.120022176257512
1817.822,0.120064951214194
1820.074,0.120107231802063
1822.333,0.120163277789868
1824.596,0.120223848831095
1826.866,0.120283648899505
1829.141,0.120358637365787
1831.422,0.120576054955839
1833.708,0.120790519354909
1836,0.121002108896479
1838.298,0.121238137260633
1840.602,0.121501837006153
1842.911,0.121761714886129
1845.226,0.122017930084116
1847.547,0.122149048034962
1849.874,0.122254624622233
1852.207,0.122358595387116
1854.546,0.1224234704579
1856.89,0.12234126232353
1859.241,0.122260186046161
1861.597,0.122180145133538
1863.959,0.122043499628618
1866.328,0.121865960318152
1868.702,0.121690456651633
1871.083,0.121517041317353
1873.469,0.121184065950038
1875.862,0.120844337289454
1878.261,0.12050798791019
1880.666,0.12004299164529
1883.077,0.119288849523388
1885.494,0.11853955106601
1887.918,0.117794656832645
1890.348,0.116711551156986
1892.784,0.115470099249617
1895.226,0.114233085095119
1897.674,0.112993422675211
1900.129,0.111621200870783
1902.591,0.110254774880211
1905.058,0.108894262915459
1907.533,0.107713549388662
1910.013,0.106785044793195
1912.5,0.105864484202512
1914.994,0.104951698062754
1917.494,0.104565633725611
1920,0.104326278128775
1922.513,0.104089796724968
1925.033,0.10392550921853
1927.559,0.104146480650158
1930.092,0.104364669421488
1932.632,0.104579997071082
1935.178,0.104876043245852
1937.731,0.105244890440747
1940.291,0.105609827264239
1942.857,0.105970517855842
1945.431,0.106401236254749
1948.011,0.106836611351571
1950.598,0.107267626811065
1953.192,0.107729134451149
1955.792,0.108286033957549
1958.4,0.108836931197295
1961.015,0.109381850992011
1963.636,0.109978991726448
1966.265,0.110604120848742
1968.901,0.111221867151387
1971.544,0.111832619456676
1974.194,0.112383232187416
1976.851,0.112927628495829
1979.515,0.113466312554757
1982.186,0.113949533562732
1984.865,0.114341111652327
1987.551,0.114729149361093
1990.244,0.115113502419
1992.944,0.115418949207185
1995.652,0.115694190370395
1998.367,0.115966981869198
2001.09,0.116228428578179
2003.82,0.116405711692515
2006.557,0.116581484612397
2009.302,0.116755719938266
2012.055,0.116834480560181
2014.815,0.116806366879238
2017.583,0.116778303822611
2020.358,0.116750542556439
2023.141,0.116456891774868
2025.931,0.116113506639918
2028.729,0.115772749306465
2031.535,0.11538067166501
2034.349,0.114782898317882
2037.171,0.114189509850234
2040,0.113600287656904
2042.837,0.112988436125141
2045.682,0.112361444571611
2048.536,0.111739395711595
2051.397,0.111122077919291
2054.266,0.110613477139628
2057.143,0.110115699630929
2060.028,0.10962207120677
2062.921,0.109158293908852
2065.823,0.108755207274611
2068.732,0.108355408804242
2071.65,0.107958854280091
2074.576,0.107578767741815
2077.511,0.107207793215063
2080.453,0.106839458740754
2083.404,0.106479446057481
2086.364,0.106233089354686
2089.332,0.105988578625889
2092.308,0.105745836832043
2095.292,0.105627544473438
2098.286,0.105682347250355
2101.288,0.105736838406554
2104.298,0.105790815726951
2107.317,0.106071296368721
2110.345,0.106412119016124
2113.381,0.106750471028647
2116.427,0.107095450854566
2119.48,0.107489237498828
2122.543,0.107880311504861
2125.615,0.108268703728723
2128.696,0.108604949170471
2131.785,0.108893508255503
2134.884,0.109180194534695
2137.991,0.109465034840471
2141.108,0.109790346013523
2144.234,0.110118642017282
2147.368,0.110444778682954
2150.512,0.110843026680296
2153.666,0.111452594653006
2156.828,0.112058397551253
2160,0.11266051721298
2163.181,0.113427483858669
2166.372,0.114292141613857
2169.572,0.115153491209293
2172.781,0.116011798231012
2176,0.116863550785833
2179.229,0.11771493567472
2182.467,0.118565974202207
2185.714,0.119346415782569
2188.972,0.120003782474999
2192.239,0.120661966039605
2195.516,0.121320948969201
2198.802,0.121860582554233
2202.099,0.12235593106234
2205.406,0.122851144808011
2208.722,0.123325843935784
2212.048,0.123615581391444
2215.385,0.123904284707875
2218.731,0.12419193738424
2222.088,0.124238127540637
2225.455,0.124011389927033
2228.832,0.123786001061782
2232.219,0.123562018563254
2235.616,0.122720957028602
2239.024,0.12176452624655
2242.443,0.120814141994146
2245.872,0.119781593909992
2249.311,0.118412240999425
2252.761,0.117050837124232
2256.221,0.11569717876683
2259.692,0.114482939199489
2263.174,0.113373579297783
2266.667,0.112270520115768
2270.17,0.111173708127101
2273.684,0.110593118580294
2277.209,0.110048069810525
2280.745,0.109506662229875
2284.292,0.109034430664926
2287.851,0.108711398461489
2291.42,0.108390753699178
2295,0.108072466132091
2298.592,0.107608989793757
2302.194,0.107078970472555
2305.809,0.106552684169742
2309.434,0.106023426766859
2313.071,0.105366212068782
2316.719,0.104712600393596
2320.379,0.104062562193224
2324.051,0.10354074151207
2327.734,0.103196801044805
2331.429,0.102854376755984
2335.135,0.102513373324681
2338.854,0.102547858670309
2342.584,0.102685620371643
2346.326,0.102822805312059
2350.08,0.102990800556226
2353.846,0.103332870399912
2357.625,0.103674156404792
2361.415,0.104014536747261
2365.217,0.104304471150009
2369.032,0.104548298719397
2372.859,0.104791880204864
2376.699,0.105035340456499
2380.551,0.105170455017315
2384.416,0.1052921204287
2388.293,0.105413953720286
2392.182,0.10550758772114
2396.085,0.105519824096398
2400,0.105532162515859
2403.928,0.105544431971776
2407.869,0.105341977715006
2411.823,0.105010355976789
2415.79,0.104677926352362
2419.769,0.104344730119496
2423.762,0.103418152444566
2427.769,0.102483358784275
2431.788,0.101543918214062
2435.821,0.100448305167158
2439.867,0.0990764605722972
2443.927,0.0976929299631686
2448,0.0962974351902333
2452.087,0.0950248118077432
2456.187,0.0937890300470784
2460.302,0.0925401189321339
2464.429,0.0913460693232852
2468.572,0.0907634390120496
2472.727,0.0901748080407899
2476.897,0.0895799937016156
2481.081,0.0892988442212401
2485.279,0.0893809341079792
2489.491,0.0894639273674864
2493.718,0.0895477475361019
2497.959,0.089930861420691
2502.215,0.0903779162458868
2506.485,0.0908310384604355
2510.769,0.0913170733525228
2515.069,0.0919165531157449
2519.383,0.092526818838497
2523.711,0.0931483061860096
2528.055,0.0938307132149455
2532.414,0.0945659579466698
2536.788,0.0953186974731645
2541.177,0.0960897125798633
2545.581,0.0968863095781121
2550,0.0977106249419996
